Category,Title,Snippet
Music,Les V+AMMAqg-pres Siciliennes review +AOIAgACT theatricality and spectacle in Verdi's grand opera,Giuseppe Verdi+AOIAgACZ-s determination to conquer Paris with a grand opera that fulfilled the requisites of French convention just about paid off: its first p +ICY
Music,"Grace Jones' Meltdown: Solange, Skunk Anansie and Lee Fields to play","Grace Jones has announced the first wave of performers for her edition of the annual Meltdown festival, threading her lineage as a radical black woman +ICY"
Music,Bob Marley at 75: how a ghetto reggae star rebranded Jamaica,"Summary: At 7am on 6 February, on what would have been Bob Marley+AOIAgACZ-s 75th birthday, the abeng conch shell blows at his old home at uptown Kingston+AOIAgACZ-s 56 Hope Roa +ICY"
Books,Whitechapel mural will celebrate the lives of Jack the Ripper's victims,"The social historian Hallie Rubenhold is planning to commemorate the lives of the women murdered by Jack the Ripper with a new mural in Whitechapel, w +ICY"
Music,Sigala review +AOIAgACT one-man party-starter defies Storm Ciara with tropical show,"While heavy weather battered much of the UK, the conditions in Glasgow+AOIAgACZ-s Barrowland Ballroom were defiantly tropical. Dance producer Bruce Fielder, AK +ICY"
UK-News,+AOIAgACY-No difference whatsoever+AOIAgACZ: Yorkshire residents criticise flood defence scheme,Sue Slater has been cutting hair at Headquarters on Mytholmroyd+AOIAgACZ-s main street for 38 years. For the first three decades the only real drama came from +ICY
Music,OAE/Fischer review +AOIAgACT a new shape for late Mozart,"Mozart wrote his last three symphonies during a few weeks, in a flurry of inspiration so concentrated that one might usefully think of them as a singl +ICY"
UK-News,Boy suffers head injury from police baton after Barnsley football match,South Yorkshire police have said they will hold a +AOIAgACc-full and open+AOIAgACd investigation after a 16-year-old boy sustained a head injury after apparently being +ICY
UK-News,Manchester attacker's brother 'deceived cousins to buy bomb ingredients',A man accused of aiding the Manchester suicide bomber in his deadly quest deceived his cousins into buying bomb-making ingredients on the same day his +ICY
UK-News,"Fraud charges possible over Grenfell Tower refit, says inquiry chair","People involved in the refurbishment of Grenfell Tower are facing possible charges of fraud and conspiracy to defraud, according to the chairman of th +ICY"
UK-News,Deportation row: David Lammy asks 'when will black lives matter again',"David Lammy has challenged the government over the Home Office+AOIAgACZ-s decision to resume deportation flights to Jamaica, asking it to demonstrate that +AOIAgACc-bla +ICY"
UK-News,HS2 poised to get go-ahead as +AMIAow-5bn pledged for bus funding,"Boris Johnson is poised to give the formal go-ahead to the HS2 project on Tuesday, with ministers promising an additional +AMIAow-5bn on buses and cycle rout +ICY"
UK-News,Appeal court gives 11th-hour reprieve to detainees due to be sent to Jamaica,A group of about 50 people due to be deported to Jamaica on Tuesday morning won a last-minute reprieve on Monday night following an emergency ruling b +ICY
Music,"Virtuoso mourns beloved +AMIAow-150,000 piano smashed by movers",A unique piano which was treasured by the Canadian virtuoso Angela Hewitt as her +AOIAgACc-best friend+AOIAgACd was broken beyond repair when it was dropped by special +ICY
Books,The Bilingual Brain by Albert Costa review +AOIAgACT enlightening and astonishing,"Over the past century, perceptions of bilingualism have swung from one extreme to the other. For much of the immediate postwar years, it was thought t +ICY"
UK-News,Plan to expand Bristol airport rejected after climate protests,"A scheme to expand Bristol airport has been rejected following protests that it would exacerbate the climate emergency, damage the health of local peo +ICY"
Music,LPO/Jurowski review +AOIAgACT ingeniously celebrating Beethoven the revolutionary,"All music was once new music, as the London Philharmonic+AOIAgACZ-s 2020 Vision series quietly reminds us. Ingeniously programmed, and running throughout the y +ICY"
UK-News,HS2 to be given go-ahead by government despite fierce opposition,HS2 is expected to get the go-ahead on Tuesday as the chancellor said government had weighed up the +AOIAgACc-pros and cons+AOIAgACd of the multibillion-pound rail lin +ICY
Music,Rage Against the Machine and Stormzy to headline Reading and Leeds festival,"Summary: Rage Against the Machine, Stormzy and Liam Gallagher have been announced as the headliners for 2020+AOIAgACZ-s Reading and Leeds festival. Rage Against the Mac +ICY"
Music,"'Bless the chaos': La Movida Madrile+AMMAsQ-a, Spain's seedy, wild post-Franco underground",General Franco had been dead for a while before those he repressed in Spain felt brave enough to celebrate in public. The dictator+AOIAgACZ-s four-decade rule +ICY
Music,Marc Almond review +AOIAgACT death and flutes in non-stop erotic cabaret,"+AOIAgACY-There+AOIAgACZ-s never enough budget with these one-off things, so you just have to do what you can,+AOIAgACd Marc Almond said ruefully during an interview with 6Musi +ICY"
UK-News,'Waiting is worse than death row': tension and confusion before deportation flight,"A charter flight has departed from the UK taking deportees to Jamaica. In the hours before takeoff, some of those due to be onboard told the Guardian +ICY"
UK-News,'What right have we to destroy our natural environment?' HS2 opponents speak out,"The beginning of the line Phase 1: London to West Midlands, area south Close to the start of the proposed HS2 line is the Regent+AOIAgACZ-s Park estate near Eu +ICY"
UK-News,Sinn F+AMMAqQ-in pair tell of police warning over dissident attack plan,"Police have warned Sinn F+AMMAqQ-in that dissident republicans are planning attacks against two of its leaders in Northern Ireland, the party said on Tuesday +ICY"
UK-News,"HS2 to go ahead, Boris Johnson tells MPs","Boris Johnson+AOIAgACZ-s cabinet has given its approval for the whole of the HS2 high-speed train line to go ahead, with work expected to start within weeks. T +ICY"
Music,Inversia: the Arctic music festival lighting up perpetual night,"Summary: In the Arctic Circle during the dim days of February, reality becomes a little attenuated. At 10am, it+AOIAgACZ-s still dark, the streetlights colouring the pa +ICY"
UK-News,Jeremy Bamber lawyers say new evidence undermines conviction,"Lawyers for Jeremy Bamber, who is serving a whole life sentence for murdering his family, have unearthed evidence that they say undermines the claim t +ICY"
UK-News,Woman cleared of assaulting Yarl's Wood guards during struggle,A Nigerian rape survivor who was under constant supervision at an immigration detention centre because she was at high risk of self-harm has been clea +ICY
UK-News,Critics pour scorn on Scotland-Northern Ireland bridge idea,"+AOIAgACc-The stars are aligning+AOIAgACd for a bridge between Scotland and Northern Ireland, according to the principal advocate for a Celtic crossing, the leading ar +ICY"
UK-News,Oakervee report gives Boris Johnson cover for HS2 decision,"As Douglas Oakervee diplomatically puts it, in the opening of his much-anticipated inquiry into HS2, he was +AOIAgACc-invited to lead a quick review+AOIAgACd of +AOIAgACc-short +ICY"
UK-News,Manchester Arena bomber 'disapproved of brother's drug use',"Summary: A man accused of helping to plot the Manchester Arena bombing with his brother was afraid of his disapproval towards his recreational drug use, a cour +ICY"
UK-News,Bus frustrations in Oldham: 'It would have been faster to run',"On a blustery Tuesday morning, the 182 bus from Manchester+AOIAgACZ-s northern quarter to Royton was practically deserted. With a downpour of sleet and hail in +ICY"
UK-News,Met police deploy live facial recognition technology,"The Metropolitan police have been accused of defying the warnings of its own watchdogs by beginning operational use of facial recognition CCTV, despit +ICY"
UK-News,Tory opposition to HS2 fades as Boris Johnson backs project,"Summary: Fierce Conservative opposition to HS2 largely melted away as it received the go-ahead, although some backbenchers warned that No 10 would ultimately b +ICY"
UK-News,Boris Johnson bets on HS2 to deliver new spine of UK transport,Boris Johnson has staked his political reputation on delivering a +AOIAgACc-new anatomy of British transport+AOIAgACd that will boost capacity and cut fares and journe +ICY
UK-News,Ben Nevis climbers 'extremely lucky' to be rescued,"Four men who tried to climb Ben Nevis in blizzard conditions without proper equipment +AOIAgACT three of them wearing trainers +AOIAgACT were lucky to have survived, +ICY"
Music,Friday singer Rebecca Black gets candid about teenage struggle: 'I was afraid of the world',The singer Rebecca Black has opened up about her struggle with depression following the release of her viral hit Friday nine years ago. In an emotiona +ICY
UK-News,Woods and irons: Winners and losers in the path of HS2,"The news that Rose Guiot had been dreading for the past decade was confirmed on Tuesday afternoon. South Cubbington Wood, which has been a feature in +ICY"
Books,Gathering Evidence by Martin MacInnes review +AOIAgACT an unnerving vision,Summary: Martin MacInnes+AOIAgACZ-s disquieting second novel opens with what amounts to an essay about a new social media app. Nest is the ultimate self-monitoring tool +ICY
UK-News,Yousef Makki's family urge teenager to reveal what led to his death,The family of a teenager who was fatally stabbed have called for a friend who was present at his death and has lost his right to anonymity to help the +ICY
Books,Martin Amis to publish novel inspired by death of Christopher Hitchens,"Martin Amis has written his +AOIAgACc-most intimate and epic work+AOIAgACd, an autobiographical novel that will draw on the death of his closest friend, the polemical +ICY"
Music,The 1975 commit to playing only gender-balanced music festivals,"Matt Healy, frontman of Brit award-winning band the 1975, has said the group will only perform at festivals with a gender-balanced lineup. Healy was r +ICY"
Music,Blossoms review +AOIAgACT chart-topping anti-lads get louche and+AMIAoA-loved up,"Stockport quintet Blossoms are quite the pop chameleons. They emerged in 2014 as a bob-cut, black-clad indie-psychedelic band, but by 2018 and their s +ICY"
Books,Top 10 books of eco-fiction,"As our real-world ecosystem further devolves, we+AOIAgACZ-ll soon move into the pining-for-our-ex-phase of the relationship +AOIAgACT watching the BBC+AOIAgACZ-s Planet Earth d +ICY"
UK-News,"Grime artist Solo 45 a 'narcissist and violent bully', rape trial hears",A grime artist accused of imprisoning and raping four women is a narcissist and bully with convictions for violence and a belief he is superior to his +ICY
UK-News,"Home Office tells man, 101, his parents must confirm ID",A 101-year-old Italian man who has been in London since 1966 was asked to get his parents to confirm his identity by the Home Office after he applied +ICY
